"Format","AiM CSV File"
"Session","Sodegaura"
"Vehicle","RS660"
"Racer","Mao"
"Championship",""
"Comment","Ripa"
"Date","Saturday, April 25, 2026"
"Time","2:58 PM"
"Sample Rate","20"
"Duration","977.993"
"Segment","Session"
"Beacon Markers","303.381","388.57","473.951","562.23","649.566","733.329","818.162","977.993"
"Segment Times","5:03.381","1:25.189","1:25.381","1:28.279","1:27.336","1:23.763","1:24.833","2:39.831"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM dup 2","Throttle","Gear","Speed Rear","Lean Angle","Engine Brake"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","%","gear","km/h","deg","#"

"387.650","163.8229","13","0.0034","0.1753","0.5689","31.5138","0.0419","139.6575","6.3000","0.1600","10000.0000","35.39477770","140.08781742","9566.7197","77.0000","5.0000","170.2500","-3.8862","1.0000"
"387.700","164.2221","13","-0.0493","0.1909","0.5699","31.5055","-0.6082","139.6853","6.3000","0.1600","4297.0762","35.39479532","140.08783057","9572.7197","77.0000","5.0000","170.2500","-3.4873","1.0000"
"387.750","164.7138","13","-0.0766","0.2031","0.5606","31.4891","-0.9421","139.6916","6.3000","0.1600","2782.6074","35.39481303","140.08784380","9586.4697","77.2277","5.0000","170.2500","-3.6734","1.0000"
"387.800","165.0930","13","-0.0822","0.2176","0.5535","31.4137","-1.0089","139.7059","6.3000","0.1600","2604.3357","35.39483086","140.08785687","9604.9697","77.7228","5.0000","170.2500","-3.9059","1.0000"
"387.850","165.4192","13","-0.0669","0.2173","0.5583","31.3395","-0.8195","139.7358","6.3000","0.1600","3212.6279","35.39484865","140.08787005","9635.6338","78.2200","5.0000","170.5569","-3.9117","1.0000"
"387.900","166.0912","13","-0.0546","0.2348","0.5544","31.3101","-0.6673","139.7659","6.3000","0.1600","3961.0994","35.39486663","140.08788327","9673.7529","78.7200","5.0000","171.0520","-3.9143","1.0000"
"387.950","166.2450","13","-0.0370","0.2525","0.5786","31.3208","-0.4516","139.8128","6.3000","0.1600","5859.3530","35.39488442","140.08789651","9698.5996","79.0000","5.0000","171.5500","-3.8941","1.0000"
"388.000","166.6470","13","-0.0093","0.2645","0.5847","31.3040","-0.1134","139.8506","6.3000","0.1600","10000.0000","35.39490233","140.08790975","9714.5996","79.0000","5.0000","172.0500","-3.9022","1.0000"
"388.050","167.1734","13","0.0078","0.2510","0.5584","31.4210","0.0946","139.8380","6.3000","0.1600","10000.0000","35.39492029","140.08792317","9740.7998","78.5600","5.0000","172.5500","-4.0109","1.0000"
"388.100","167.6698","13","-0.0214","0.2327","0.5406","31.4129","-0.2582","139.8336","6.3000","0.1600","10000.0000","35.39493839","140.08793660","9773.7998","77.5600","5.0000","173.0500","-4.1247","1.0000"
"388.150","168.0991","13","-0.0500","0.2276","0.5362","31.3509","-0.6030","139.8504","6.3000","0.1600","4436.8613","35.39495660","140.08794998","9799.5996","75.2400","5.0000","173.4750","-4.2504","1.0000"
"388.200","168.4794","13","-0.0478","0.2332","0.5329","31.2368","-0.5757","139.8714","6.3000","0.1600","4657.8223","35.39497480","140.08796329","9820.5996","71.2400","5.0000","173.8500","-4.4107","1.0000"
"388.250","168.8215","13","-0.0520","0.2399","0.5421","31.2183","-0.6246","139.9008","6.3000","0.1600","4301.5771","35.39499288","140.08797668","9831.0996","66.1400","5.0000","174.3000","-4.6188","1.0000"
"388.300","169.2743","13","-0.0662","0.2354","0.5386","31.1279","-0.7924","139.9193","6.3000","0.1567","3399.8181","35.39501115","140.08799005","9834.5996","59.6400","5.0000","174.8000","-4.8135","1.0000"
"388.350","169.6559","13","-0.0603","0.2289","0.5287","31.1161","-0.7196","139.9305","6.3000","0.1500","3752.1343","35.39502946","140.08800350","9842.5342","54.2574","5.0000","175.0000","-4.9956","1.0000"
"388.400","169.9873","13","-0.0625","0.2267","0.5198","31.1096","-0.7453","139.9313","6.3000","0.1500","3629.9175","35.39504783","140.08801703","9853.4258","50.2970","5.0000","175.0000","-5.2154","1.0000"
"388.450","170.3006","13","-0.0613","0.1719","0.5136","31.1025","-0.7289","139.9518","6.3000","0.1500","3718.6250","35.39506620","140.08803041","9860.0303","44.2200","5.0000","175.2900","-5.4583","1.0000"
"388.500","170.6221","13","-0.0432","0.1286","0.5094","31.0882","-0.5122","139.9694","6.3000","0.1500","5301.7104","35.39508461","140.08804392","9863.5303","35.2200","5.0000","175.7900","-5.5533","1.0000"
"388.550","170.9191","13","-0.0327","0.0798","0.5082","31.0874","-0.3870","139.9873","6.3000","0.1500","7028.2241","35.39510302","140.08805747","9799.7500","23.7624","5.0000","175.7100","-5.5909","1.0000"
"388.600","171.0422","13","-0.0436","0.0194","0.5083","31.0253","-0.5159","139.9950","6.3000","0.1500","5276.2422","35.39512149","140.08807094","9687.2500","8.9109","5.0000","175.2100","-5.5740","1.0000"
"388.650","170.8437","13","-0.0781","-0.0403","0.4995","30.9988","-0.9247","140.0039","6.4000","0.1507","2940.6116","35.39513972","140.08808430","9602.5898","0.0000","5.0000","174.4925","-5.5451","1.0000"
"388.700","170.6354","13","-0.0776","-0.0951","0.5013","30.9199","-0.9191","140.0276","6.4000","0.1600","2954.7041","35.39515802","140.08809760","9538.0898","0.0000","5.0000","173.6175","-5.6039","1.0000"
"388.750","170.2280","13","-0.0825","-0.1622","0.5034","30.8113","-0.9784","140.0617","6.4000","0.1600","2769.0276","35.39517627","140.08811073","9508.3896","0.0000","5.0000","172.6700","-5.6632","1.0000"
"388.800","169.7427","13","-0.0961","-0.2231","0.4914","30.7845","-1.1414","140.0555","6.4000","0.1600","2366.9028","35.39519437","140.08812389","9503.8896","0.0000","5.0000","171.6700","-5.3683","1.0000"
"388.850","169.2516","13","-0.0943","-0.2877","0.4854","30.8056","-1.1229","140.0605","6.4000","0.1600","2399.0054","35.39521253","140.08813720","9478.1680","0.0000","5.0000","170.9629","-5.0894","1.0000"
"388.900","168.9104","13","-0.1035","-0.3477","0.4853","30.7099","-1.2368","140.0753","6.4000","0.1600","2173.6262","35.39523062","140.08815024","9437.0791","0.0000","5.0000","170.4678","-4.9274","1.0000"
"388.950","168.4277","13","-0.1128","-0.3758","0.4874","30.6433","-1.3526","140.1014","6.4000","0.1600","1981.8802","35.39524864","140.08816327","9385.4004","0.0000","5.0000","169.6900","-4.7719","1.0000"
"389.000","167.7219","13","-0.1040","-0.3908","0.4897","30.6066","-1.2519","140.1150","6.4000","0.1600","2132.1895","35.39526652","140.08817617","9325.4004","0.0000","5.0000","168.6900","-4.6389","1.0000"
"389.050","166.9150","13","-0.0828","-0.3886","0.4774","30.5907","-1.0006","140.1273","6.4000","0.1600","2654.8701","35.39528428","140.08818908","9252.2402","0.0000","5.0000","167.6900","-4.4162","1.0000"
"389.100","165.8913","13","-0.0583","-0.3998","0.4659","30.4952","-0.7078","140.1216","6.4000","0.1600","3730.1863","35.39530201","140.08820177","9168.7402","0.0000","5.0000","166.6900","-4.0027","1.0000"
"389.150","165.1165","13","-0.0416","-0.4206","0.4681","30.3672","-0.5068","140.1390","6.4000","0.1600","5185.1543","35.39531965","140.08821434","9095.0400","0.0000","5.0000","165.6900","-3.5225","1.0000"
"389.200","164.5669","13","-0.0378","-0.4076","0.4737","30.3496","-0.4628","140.1581","6.4000","0.1600","5659.1689","35.39533727","140.08822696","9029.0400","0.0000","5.0000","164.6900","-2.9501","1.0000"
"389.250","163.8669","13","-0.0457","-0.4048","0.4472","30.3862","-0.5613","140.1455","6.4000","0.1700","4646.1074","35.39535480","140.08823959","9347.7598","0.0000","4.7200","163.4100","-2.3145","1.0000"
"389.300","163.4117","13","-0.0235","-0.3995","0.4257","30.4083","-0.2895","140.1353","6.4000","0.1700","8983.2812","35.39537228","140.08825218","9968.7598","0.0000","4.2200","161.9100","-1.6206","1.0000"
"389.350","162.7187","13","0.0048","-0.3880","0.4062","30.5058","0.0603","140.1289","6.4000","0.1758","10000.0000","35.39538961","140.08826486","10104.4951","0.0000","4.0000","160.4183","-1.4770","1.0000"
"389.400","161.7139","13","0.0064","-0.3867","0.3940","30.4859","0.0800","140.1201","6.4000","0.1883","10000.0000","35.39540680","140.08827728","9858.9502","0.0000","4.0000","158.9332","-1.6708","1.0000"
"389.450","161.1050","13","-0.0042","-0.4130","0.3930","30.4087","-0.0531","140.1382","6.4000","0.1908","10000.0000","35.39542404","140.08828951","9809.1797","0.0000","4.0000","157.7100","-1.5710","1.0000"
"389.500","160.1464","13","-0.0058","-0.4809","0.4026","30.3195","-0.0734","140.1544","6.4000","0.2000","10000.0000","35.39544104","140.08830172","9926.1797","0.0000","4.0000","156.7100","-1.3570","1.0000"
"389.550","159.5033","13","-0.0275","-0.5669","0.4171","30.2929","-0.3482","140.1866","6.4000","0.2058","7290.9634","35.39545796","140.08831383","9923.5703","0.0000","4.0000","155.7100","-0.1592","1.0000"
"389.600","158.3260","14","-0.0529","-0.6593","0.4581","30.2999","-0.6722","140.2711","6.4000","0.2100","3748.5522","35.39547451","140.08832585","9819.0703","0.0000","4.0000","154.7100","1.2546","1.0000"
"389.650","156.8604","13","-0.0843","-0.7363","0.5217","30.3896","-1.0792","140.3760","6.5000","0.2192","2313.2632","35.39549072","140.08833773","9695.9404","0.0000","4.0000","153.4400","1.4501","1.0000"
"389.700","155.6132","13","-0.0708","-0.8125","0.5643","30.3547","-0.9141","140.4435","6.5000","0.2132","2709.4773","35.39550690","140.08834950","9556.9404","0.0000","4.0000","151.9400","1.5396","1.0000"
"389.750","154.0160","13","-0.0392","-0.8481","0.5938","30.2259","-0.5110","140.4942","6.5000","0.2200","4796.7114","35.39552288","140.08836088","9416.8115","0.0000","4.0000","150.2475","1.6205","1.0000"
"389.800","152.2878","13","-0.0218","-0.8566","0.6059","30.1199","-0.2869","140.5251","6.5000","0.2118","8449.4834","35.39553863","140.08837200","9275.7227","0.0000","4.0000","148.3911","1.7632","1.0000"
"389.850","150.6776","14","-0.0044","-0.8865","0.6048","30.1465","-0.0587","140.5386","6.5000","0.2093","10000.0000","35.39555427","140.08838337","9159.6396","0.0000","4.0000","146.7200","2.3588","1.0000"
"389.900","149.0368","14","-0.0103","-0.9232","0.5994","30.1718","-0.1396","140.5535","6.5000","0.2000","10000.0000","35.39556955","140.08839462","9066.6396","0.0000","4.0000","145.2200","2.9639","1.0000"
"389.950","147.5777","13","-0.0303","-0.9015","0.5736","30.1731","-0.4120","140.5405","6.5000","0.2000","5701.2139","35.39558493","140.08840571","9400.5596","0.0000","3.7400","143.7200","3.6029","1.0000"
"390.000","146.1099","13","-0.0178","-0.8827","0.5399","30.2046","-0.2437","140.5129","6.5000","0.2165","9542.5439","35.39560008","140.08841675","10128.5596","0.0000","3.2400","142.2200","4.0614","1.0000"
"390.050","144.6605","13","-0.0217","-0.8597","0.4871","30.2183","-0.3001","140.4604","6.5000","0.2300","7670.8564","35.39561510","140.08842772","10437.7002","0.0000","3.0000","140.7200","4.1366","1.0000"
"390.100","143.4002","13","0.0220","-0.8756","0.4625","30.2643","0.3095","140.4336","6.5000","0.2333","7374.8647","35.39562999","140.08843861","10360.2002","0.0000","3.0000","139.2200","4.2761","1.0000"
"390.150","141.7137","13","0.0520","-0.8987","0.4248","30.1577","0.7383","140.4002","6.5000","0.2342","3054.8279","35.39564475","140.08844921","10287.7324","0.0000","3.0000","137.9852","4.5045","1.0000"
"390.200","139.4982","13","0.0622","-0.8911","0.4025","30.1156","0.8911","140.3725","6.5000","0.2383","2491.4399","35.39565894","140.08845957","10219.9111","0.0000","3.0000","136.9951","5.0381","1.0000"
"390.250","138.1155","13","0.0611","-0.9121","0.3771","30.2453","0.8852","140.3506","6.5000","0.2200","2483.1238","35.39567316","140.08847012","10130.2500","0.0000","3.0000","135.7500","5.8534","1.0000"
"390.300","136.8101","13","0.0818","-0.9116","0.3540","30.3159","1.2000","140.3391","6.5000","0.2167","1814.5663","35.39568740","140.08848062","10018.7500","0.0000","3.0000","134.2500","6.5701","1.0000"
"390.350","135.1602","13","0.1196","-0.8915","0.3467","30.4755","1.7755","140.3382","6.5000","0.2042","1211.5814","35.39570124","140.08849103","9926.2500","0.0000","3.0000","132.7500","7.2264","1.0000"
"390.400","133.3356","13","0.1572","-0.8624","0.3560","30.5391","2.3608","140.3647","6.5000","0.1918","898.8985","35.39571484","140.08850118","9852.7500","0.0000","3.0000","131.2500","7.8244","1.0000"
"390.450","131.9650","13","0.1608","-0.8105","0.3201","30.6733","2.4402","140.3288","6.5000","0.1793","860.7080","35.39572853","140.08851137","9784.5645","0.0000","3.0000","130.0049","8.3997","1.0000"
"390.500","130.7887","13","0.1344","-0.7571","0.2858","30.8718","2.0620","140.3114","6.5000","0.1667","1009.5100","35.39574205","140.08852170","9721.6934","0.0000","3.0000","129.0148","9.1552","1.0000"
"390.550","129.6161","13","0.1287","-0.7000","0.2924","30.8515","1.9950","140.3250","6.5000","0.1542","1034.0377","35.39575566","140.08853177","9651.3203","0.0000","3.0000","128.0200","9.9503","1.0000"
"390.600","128.3232","13","0.1220","-0.6487","0.2884","30.9643","1.9086","140.3364","6.5000","0.1500","1070.0403","35.39576904","140.08854182","9572.8203","0.0000","3.0000","127.0200","11.0698","1.0000"
"390.650","127.1520","13","0.1048","-0.6450","0.2995","31.1161","1.6550","140.3451","6.5000","0.1500","1222.7924","35.39578216","140.08855174","9496.9600","0.0000","3.0000","126.0200","12.2198","1.0000"
"390.700","126.1034","13","0.1266","-0.6892","0.2714","31.1965","2.0177","140.3498","6.5000","0.1500","994.6990","35.39579532","140.08856165","9423.9600","0.0000","3.0000","125.0200","13.4775","1.0000"
"390.750","124.9032","13","0.1909","-0.6744","0.2892","31.2444","3.0711","140.3909","6.5000","0.1500","647.2946","35.39580831","140.08857143","9344.4805","0.0000","3.0000","124.0800","14.7098","1.0000"
"390.800","123.6524","13","0.2448","-0.6771","0.3328","31.3454","3.9748","140.4667","6.5000","0.1500","495.1185","35.39582118","140.08858100","9257.9805","0.0000","3.0000","123.2050","15.7564","1.0000"
"390.850","122.5927","12","0.3008","-0.6975","0.3283","31.4930","4.9320","140.4772","6.5000","0.1507","395.6021","35.39583388","140.08859083","9175.0801","0.0000","3.0000","122.2700","16.8494","1.0000"
"390.900","121.1793","13","0.3421","-0.7194","0.3025","32.0545","5.6666","140.4969","6.5000","0.1632","340.3506","35.39584617","140.08860065","9096.0801","0.0000","3.0000","121.2700","18.1070","1.0000"
"390.950","119.7387","13","0.3666","-0.7130","0.3477","32.4355","6.1360","140.5794","6.5000","0.1700","310.5792","35.39585823","140.08861045","9020.2002","0.0000","3.0000","120.2700","19.3678","1.0000"
"391.000","118.4068","13","0.3867","-0.7072","0.3588","32.6918","6.5395","140.6269","6.5000","0.1700","288.1744","35.39587018","140.08862011","8947.7002","0.0000","3.0000","119.2700","20.6353","1.0000"
"391.050","117.0373","13","0.3634","-0.7084","0.3908","33.1168","6.2108","140.6776","6.5000","0.1700","299.9147","35.39588198","140.08862989","8874.5938","0.0000","3.0000","118.2747","22.0537","1.0000"
"391.100","116.1906","13","0.3897","-0.7135","0.3437","33.4077","6.7307","140.6530","6.5000","0.1667","274.7471","35.39589382","140.08863969","8800.8320","0.0000","3.0000","117.2847","23.6988","1.0000"
"391.150","115.1180","13","0.3752","-0.7147","0.3363","33.6052","6.5510","140.6774","6.5000","0.1600","279.6769","35.39590549","140.08864929","8732.0195","0.0000","3.0000","116.2900","25.1712","1.0000"
"391.200","113.7681","13","0.3583","-0.6823","0.3397","33.8344","6.3259","140.7125","6.5000","0.1600","286.2319","35.39591683","140.08865893","8669.0195","0.0000","3.0000","115.2900","26.4845","1.0000"
"391.250","112.5391","13","0.3716","-0.6648","0.3369","34.1483","6.6289","140.7422","6.5000","0.1507","270.1960","35.39592808","140.08866860","8607.8604","0.0000","3.0000","114.2900","27.7548","1.0000"
"391.300","111.0753","13","0.4124","-0.6668","0.3149","34.5571","7.4352","140.7629","6.5000","0.1600","237.7642","35.39593897","140.08867823","8548.8604","0.0000","3.0000","113.2900","28.9966","1.0000"
"391.350","109.8605","14","0.4595","-0.6782","0.3066","35.0137","8.3727","140.7767","6.5000","0.1542","208.8317","35.39594974","140.08868783","8495.3662","0.0000","3.0000","112.5223","29.9001","1.0000"
"391.400","108.8217","14","0.5360","-0.6989","0.3206","35.5936","9.8729","140.8127","6.5000","0.1500","175.4239","35.39596038","140.08869765","8448.3369","0.0000","3.0000","112.0272","30.6720","1.0000"
"391.450","107.6140","14","0.5834","-0.6973","0.3288","36.0916","10.8670","140.8567","6.5000","0.1600","157.6080","35.39597077","140.08870731","8389.6602","0.0000","3.0000","111.3100","31.5957","1.0000"
"391.500","106.5409","14","0.6038","-0.6829","0.3488","36.6269","11.3786","140.9072","6.5000","0.1600","149.0209","35.39598095","140.08871709","8316.1602","0.0000","3.0000","110.3100","32.5527","1.0000"
"391.550","105.5745","14","0.6329","-0.6537","0.3252","37.2368","12.0617","140.9177","6.5000","0.1657","139.3064","35.39599107","140.08872686","8252.7803","0.0000","3.0000","109.5300","33.0841","1.0000"
"391.600","104.1604","14","0.6292","-0.6088","0.2966","38.1019","12.1211","140.9152","6.5000","0.1782","136.7664","35.39600081","140.08873669","8202.2803","0.0000","3.0000","109.0300","33.5816","1.0000"
"391.650","102.6445","14","0.6265","-0.5907","0.2722","38.4798","12.1941","140.9311","6.5000","0.1793","133.9700","35.39601040","140.08874625","8158.3799","0.0000","3.0000","108.3100","34.2350","1.0000"
"391.700","101.7562","14","0.6302","-0.5782","0.3183","38.9577","12.3908","140.9836","6.5000","0.1667","130.7018","35.39601990","140.08875614","8122.8799","0.0000","3.0000","107.3100","34.8686","1.0000"
"391.750","101.0658","14","0.6263","-0.5664","0.3046","39.6254","12.4386","140.9923","6.5000","0.1657","129.3164","35.39602926","140.08876608","8079.2402","0.0000","3.0000","106.5300","35.3572","1.0000"
"391.800","100.4104","14","0.6342","-0.5473","0.3069","40.3083","12.7214","141.0128","6.5000","0.1700","125.6213","35.39603857","140.08877609","8025.2402","0.0000","3.0000","106.0300","35.8140","1.0000"
"391.850","99.3426","14","0.6419","-0.5023","0.2702","40.9694","12.9995","141.0075","6.5000","0.1700","121.6263","35.39604755","140.08878597","7983.7798","0.0000","3.0000","105.5300","36.1581","1.0000"
"391.900","98.3879","14","0.6628","-0.4412","0.2920","41.6078","13.5411","141.0362","6.5000","0.1700","115.6403","35.39605632","140.08879602","7958.2798","0.0000","3.0000","105.0300","36.3282","1.0000"
"391.950","97.6371","14","0.6664","-0.3866","0.2988","42.3529","13.7228","141.0564","6.5000","0.1700","113.2382","35.39606497","140.08880611","7921.5645","0.0000","3.0000","104.5322","36.1287","1.0000"
"392.000","96.8953","14","0.6527","-0.3448","0.2998","43.1246","13.5344","141.0835","6.5000","0.1618","113.9421","35.39607332","140.08881638","7870.5742","0.0000","3.0000","104.0371","35.7568","1.0000"
"392.050","96.2816","14","0.6491","-0.3280","0.3126","43.7381","13.5443","141.0915","6.5000","0.1500","113.1377","35.39608181","140.08882659","7813.4902","0.0000","3.0000","103.3300","35.1468","1.0000"
"392.100","95.7429","14","0.6386","-0.3353","0.3113","44.2925","13.4044","141.1121","6.5000","0.1500","113.6786","35.39609004","140.08883682","7747.9902","0.0000","3.0000","102.3300","34.5939","1.0000"
"392.150","95.3571","14","0.5960","-0.3550","0.2941","45.0283","12.5890","141.1140","6.5000","0.1500","120.5539","35.39609818","140.08884733","7672.2002","0.0000","3.0000","101.5400","34.0937","1.0000"
"392.200","94.9368","14","0.5665","-0.3458","0.2800","45.7139","12.0467","141.1138","6.5000","0.1500","125.4258","35.39610615","140.08885786","7582.2002","0.0000","3.0000","101.0400","33.5935","1.0000"
"392.250","94.2880","14","0.5626","-0.3428","0.2710","46.2218","12.0407","141.1236","6.5000","0.1493","124.6311","35.39611397","140.08886822","7507.9502","0.0000","3.0000","100.3825","33.0934","1.0000"
"392.300","93.4624","14","0.5750","-0.3686","0.2619","46.7668","12.3872","141.1308","6.5000","0.1400","120.0842","35.39612169","140.08887860","7455.4502","0.0000","3.0000","99.5075","32.4870","1.0000"
"392.350","92.5227","14","0.5678","-0.3935","0.2762","47.3289","12.3188","141.1538","6.5000","0.1400","119.5365","35.39612907","140.08888896","7385.9399","0.0000","3.0000","98.5800","31.8394","1.0000"
"392.400","91.6445","14","0.5763","-0.4138","0.2715","48.0007","12.5994","141.1656","6.5000","0.1400","115.7648","35.39613632","140.08889940","7292.9399","0.0000","3.0000","97.5800","31.5640","1.0000"
"392.450","91.1196","14","0.6140","-0.4299","0.2644","48.8126","13.5313","141.1709","6.5000","0.1400","107.1746","35.39614348","140.08891007","7214.8501","0.0000","3.0000","96.5800","31.3703","1.0000"
"392.500","90.4108","14","0.6367","-0.4344","0.2625","49.4514","14.1488","141.1874","6.5000","0.1400","101.6996","35.39615041","140.08892058","7157.3501","0.0000","3.0000","95.5800","31.4772","1.0000"
"392.550","89.6666","14","0.6258","-0.4309","0.2295","50.2257","14.0244","141.1700","6.5000","0.1400","101.7575","35.39615722","140.08893122","7104.4556","0.0000","3.0000","94.5842","31.6209","1.0000"
"392.600","88.9246","14","0.6309","-0.4144","0.2005","50.8605","14.2610","141.1680","6.5000","0.1400","99.2412","35.39616392","140.08894184","7057.9209","0.0000","3.0000","93.5941","32.2917","1.0000"
"392.650","88.3901","14","0.6470","-0.3882","0.1948","51.5952","14.7448","141.1667","6.5000","0.1400","95.4081","35.39617043","140.08895249","7017.0000","0.0000","3.0000","92.8000","32.9482","1.0000"
"392.700","87.6541","14","0.6372","-0.3744","0.1913","52.2990","14.6349","141.1721","6.5000","0.1400","95.3242","35.39617675","140.08896314","6984.5000","0.0000","3.0000","92.3000","33.5004","1.0000"
"392.750","86.8398","14","0.6081","-0.3741","0.2075","53.0369","14.0727","141.1943","6.5000","0.1400","98.2115","35.39618284","140.08897381","6954.0000","0.0000","3.0000","91.8000","34.0297","1.0000"
"392.800","85.9814","14","0.5977","-0.3720","0.2486","53.9091","13.9388","141.2413","6.5000","0.1400","98.1743","35.39618862","140.08898455","6926.5000","0.0000","3.0000","91.3000","34.4778","1.0000"
"392.850","85.4674","14","0.6005","-0.3827","0.2685","54.4114","14.1120","141.2710","6.5000","0.1400","96.3902","35.39619462","140.08899520","6896.2002","0.0000","3.0000","90.8000","34.9694","1.0000"
"392.900","84.9190","14","0.6321","-0.3732","0.2971","55.0535","14.9744","141.2929","6.5000","0.1400","90.2562","35.39620035","140.08900587","6861.7002","0.0000","3.0000","90.3000","35.5534","1.0000"
"392.950","84.2500","14","0.6643","-0.3519","0.3202","55.9603","15.8599","141.3174","6.5000","0.1400","84.5454","35.39620579","140.08901663","6822.0000","0.0000","3.0000","89.8000","36.1423","1.0000"
"393.000","83.7214","14","0.6811","-0.3409","0.3302","56.8584","16.3799","141.3337","6.5000","0.1400","81.3479","35.39621112","140.08902747","6774.5000","0.0000","3.0000","89.3000","36.7379","1.0000"
"393.050","83.0054","14","0.7173","-0.3291","0.3394","57.4238","17.3757","141.3529","6.5000","0.1400","76.0299","35.39621638","140.08903816","6735.1089","0.0000","3.0000","88.8020","37.1951","1.0000"
"393.100","82.4932","14","0.7137","-0.3230","0.3497","58.4597","17.4118","141.3667","6.5000","0.1400","75.4039","35.39622129","140.08904904","6707.8813","0.0000","3.0000","88.3069","37.5247","1.0000"
"393.150","81.9648","14","0.7199","-0.3120","0.3475","59.4880","17.6860","141.3728","6.5000","0.1400","73.7593","35.39622595","140.08905997","6679.2202","0.0000","3.0000","87.8100","37.8005","1.0000"
"393.200","81.1491","14","0.7404","-0.3142","0.3633","60.4957","18.3124","141.3844","6.5000","0.1400","70.5276","35.39623049","140.08907083","6648.2202","0.0000","3.0000","87.3100","38.0434","1.0000"
"393.250","80.7557","14","0.7570","-0.3138","0.3530","61.3641","18.8545","141.3876","6.5000","0.1400","68.1677","35.39623502","140.08908176","6611.1401","0.0000","3.0000","86.8100","38.3445","1.0000"
"393.300","80.2919","14","0.7682","-0.3277","0.3945","62.1997","19.2676","141.4167","6.5000","0.1400","66.3229","35.39623922","140.08909277","6564.1401","0.0000","3.0000","86.3100","38.6684","1.0000"
"393.350","79.6597","14","0.7332","-0.3077","0.3965","63.0058","18.5232","141.4200","6.5000","0.1400","68.4452","35.39624336","140.08910362","6519.4199","0.0000","3.0000","85.8100","39.1984","1.0000"
"393.400","79.1198","14","0.7002","-0.2973","0.3850","63.9422","17.8105","141.4201","6.5000","0.1400","70.7016","35.39624727","140.08911458","6478.4199","0.0000","3.0000","85.3100","39.7738","1.0000"
"393.450","78.4965","14","0.6941","-0.2783","0.4014","64.8872","17.7749","141.4451","6.5000","0.1400","70.2850","35.39625108","140.08912546","6442.3599","0.0000","3.0000","84.8100","39.9475","1.0000"
"393.500","78.0255","14","0.6783","-0.2706","0.4193","65.8661","17.4812","141.4683","6.5000","0.1400","71.0370","35.39625452","140.08913643","6414.3599","0.0000","3.0000","84.3100","40.0896","1.0000"
"393.550","77.6175","14","0.6857","-0.2788","0.4316","66.9675","17.7823","141.4714","6.5000","0.1400","69.4690","35.39625781","140.08914752","6377.4355","0.0000","3.0000","83.8119","40.3990","1.0000"
"393.600","77.0376","14","0.7311","-0.2877","0.4477","67.7751","19.0816","141.4978","6.5000","0.1400","64.2550","35.39626109","140.08915845","6325.9507","0.0000","3.0000","83.3168","40.7163","1.0000"
"393.650","76.5814","14","0.7752","-0.2866","0.4961","68.5002","20.3688","141.5270","6.5000","0.1400","59.8381","35.39626424","140.08916936","6280.9399","0.0000","3.0000","82.8200","41.0922","1.0000"
"393.700","76.1564","14","0.8121","-0.2990","0.4960","69.4287","21.4847","141.5538","6.5000","0.1400","56.4153","35.39626714","140.08918032","6247.4399","0.0000","3.0000","82.3200","41.4209","1.0000"
"393.750","75.6670","14","0.8447","-0.2915","0.4912","70.5745","22.5067","141.5545","6.5000","0.1458","53.5075","35.39626970","140.08919137","6222.3999","0.4000","3.0000","81.8200","41.5829","1.0000"
"393.800","75.0507","14","0.8864","-0.2848","0.4959","72.0108","23.7809","141.5595","6.5000","0.1583","50.2280","35.39627193","140.08920235","6212.3999","2.4000","3.0000","81.3200","41.7448","1.0000"
"393.850","74.4633","14","0.9251","-0.2676","0.5455","73.4288","24.9895","141.5787","6.5000","0.1700","47.4248","35.39627388","140.08921337","6200.2402","4.5000","3.0000","81.0000","41.9067","1.0000"
"393.900","73.8250","14","0.9594","-0.2512","0.5274","74.7988","26.0826","141.5895","6.5000","0.1700","45.0477","35.39627558","140.08922429","6184.2402","7.0000","3.0000","81.0000","42.0222","1.0000"
"393.950","73.5039","14","0.9524","-0.2221","0.5415","75.9109","26.0495","141.6048","6.5000","0.1643","44.9087","35.39627720","140.08923529","6195.0601","9.3000","3.0000","80.8200","42.0737","1.0000"
"394.000","73.3597","14","0.9320","-0.1871","0.4948","77.1442","25.6337","141.5891","6.5000","0.1600","45.5477","35.39627864","140.08924639","6253.5601","10.8000","3.0000","80.3200","42.2675","1.0000"
"394.050","73.0851","14","0.9078","-0.1555","0.5634","78.3576","25.0833","141.6301","6.5000","0.1500","46.3729","35.39627992","140.08925741","6282.1802","12.5000","3.0000","80.1800","42.6035","1.0000"
"394.100","72.7676","14","0.8562","-0.1356","0.5096","79.6802","23.7507","141.6038","6.5000","0.1500","48.7621","35.39628102","140.08926849","6257.6802","15.0000","3.0000","80.6800","42.8262","1.0000"
"394.150","72.6691","14","0.8154","-0.0875","0.4872","80.8698","22.6946","141.6019","6.5000","0.1443","50.9621","35.39628192","140.08927943","6243.0693","18.4851","3.0000","81.0000","42.9794","1.0000"
